631,1365
638,494
639,1005
645,626
654,98
654,394
658,43
658,237
658,401
658,570
662,139
662,232
667,696
667,751
667,765
670,832
675,591
683,435
685,613
686,225
686,240
686,259
686,310
686,362
687,67
687,570
702,67
707,296
